100 0.000118
600 0.002467
1100 0.008888
1600 0.015554
2100 0.026914
2600 0.044267
3100 0.043742
3600 0.05052
4100 0.078317
4600 0.099975
5100 0.123496
5600 0.1535
6100 0.142381
6600 0.169852
7100 0.203206
7600 0.231117
8100 0.264314
8600 0.301892
9100 0.342049
9600 0.384771
10100 0.460534
10600 0.470738
11100 0.516276
11600 0.566586
12100 0.626523
12600 0.67829
13100 0.729873
13600 0.788232
14100 0.846235
14600 0.921173
15100 0.984974
15600 1.04997
16100 1.12737
16600 1.19632
17100 1.26603
17600 1.3572
18100 1.48582
18600 1.52878
19100 1.61225
19600 1.67991
20100 1.82227
20600 1.9297
21100 1.99256
21600 2.06087
22100 2.16233
22600 2.26056
23100 2.36133
23600 2.46407
24100 2.56486
24600 2.67834
25100 2.79217
25600 2.90694
26100 3.01836
26600 3.15224
27100 3.26185
27600 3.42466
28100 3.52347
28600 3.68135
29100 3.77637
29600 3.92484
